infoid,Title,Content,Pricetag,Image,City_name,ID_City,Vehicle_name,Odometer,License_plate,Cubic_power,Manufacture_year,ID_VehicleBrand,ID_VehicleLineup,Condition,ID_VehicleType,ID_Color
92,Honda Click 110 2022,"M&igrave;nh đang cần b&aacute;n chiếc xe n&agrave;y, xe m&aacute;y m&oacute;c c&ograve;n nguy&ecirc;n bản Đky ch&iacute;nh chủ
M&aacute;y m&oacute;c đi ngon v&agrave; rất tiết kiệm xăng
Nay muốn nhượng lại cho anh chị n&agrave;o c&oacute;
nhu cầu
Xin lh trực tiếp cho m&igrave;nh&mdash;
Xe chuẩn h&igrave;nh ảnh v&agrave; gi&aacute; đưa l&ecirc;n n&ecirc;n ạh chị y&ecirc;n t&acirc;m",7000000,https://cdn.okxe.vn/products/779/1195779/1195779_228116_2._20221205012520_5yYMQiQM_m_400x400.jpg,Tp. Hà Nội,1,Honda Click 110,5000,,110.0,2022,15,163,2,2,10
93,Honda Air Blade 110 2014,"Mới mua &ocirc; t&ocirc; n&ecirc;n nh&agrave; thừa xe. M&igrave;nh muốn nhượng lại cho bạn n&agrave;o c&oacute; nhu cầu sử dụng. Xe đẹp ko t&igrave; vết. Sơn zin, m&aacute;y đại chất. Bạn n&agrave;o c&oacute; nhu cầu li&ecirc;n hệ nh&eacute;!",14000000,https://cdn.okxe.vn/products/778/1195778/1195778_2950_2._20221205012451_ux6ImYpQ_m_400x400.jpg,Tp. Hà Nội,1,Honda Air Blade 110,5000,,108.0,2014,15,148,2,1,6
94,Honda Vision NSC110 2020,Xe c&oacute; giấy tờ đầy đủ sang t&ecirc;n đổi chủ nhanh gọn. M&aacute;y m&oacute;c nguy&ecirc;n bản chưa qua sửa chữa. Bao ngon bao chất.b n&agrave;o ưng lh đến nh&agrave; xem xe cụ thể,27000000,https://cdn.okxe.vn/products/777/1195777/1195777_911586_4._20221205012424_FTMI78et_m_400x400.jpg,Tp. Hà Nội,1,Honda Vision NSC110,5000,,108.0,2020,15,135,2,1,3
95,Honda SH 150i 2015,"cần b&aacute;n sh 150i m&agrave;u trắng , đời 2015 , biển số TPHCM , xe ch&iacute;nh chủ , nữ chạy . xe chạy được 6900km . xe c&ograve;n mới 99%",63000000,https://cdn.okxe.vn/products/776/1195776/1195776_1536991_IMG_1669122662364_1669122690878_20221205012412_FZNLAP97_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda SH 150i,10000,,150.0,2015,15,167,2,1,1
96,Honda Rebel 150 2008,"xe đầy đủ 2 gương 2 ch&igrave;a kh&oacute;a zin theo xe. kh&ocirc;ng đ&acirc;m đụng kh&ocirc;ng 1 lỗi nhỏ.bao check h&atilde;ng,hỗ trợ ae sang t&ecirc;n đổi chủ . Bạn n&agrave;o c&oacute; nhu cầu li&ecirc;n hệ m&igrave;nh. xem xe mua b&aacute;n tại nh&agrave; , gi&aacute; cả thỏa thuận.",31000000,https://cdn.okxe.vn/products/775/1195775/1195775_1867_5._20221205012337_23WZiezD_m_400x400.jpg,Tp. Hà Nội,1,Honda Rebel 150,5000,,150.0,2008,15,181,2,2,3
97,Yamaha NVX 155 2020,".M&aacute;y c&ograve;n rất ngon. xe ch&iacute;nh t&ecirc;n ch&iacute;nh chủ, bảo h&agrave;nh m&aacute;y m&oacute;c nguy&ecirc;n bản,bạn n&agrave;o cần xe qua nh&agrave; m&igrave;nh xem xe trực tiếp,",28000000,https://cdn.okxe.vn/products/774/1195774/1195774_228116_5._20221205012337_PWnadddw_m_400x400.jpg,Tp. Hà Nội,1,Yamaha NVX 155,5000,,155.0,2020,40,542,2,1,5
98,Piaggio Liberty 125 2011,"#XE_M&Aacute;Y_CŨ_VĂN_THAO_CH&Agrave;O_B&Aacute;N
 (Nhận thu mua lại xe đ&atilde; qua sử dụng v&agrave; kh&aacute;ch c&oacute; thẻ t&iacute;n dụng sẽ được hỗ trợ trả g&oacute;p)
❤️PIAGGIO  LiBERTY  125i
✔️Năm sản xuất: 2011
✔️M&agrave;u: trắng
✔️Km:   12000km
✔️Gi&aacute; b&aacute;n :  11.000.000vnđ
✅ biển kiểm so&aacute;t : 30L7-9635
Đổi xe kh&ocirc;ng t&iacute;nh ph&iacute; trong 10 ng&agrave;y.
Hỗ trợ thủ tục sang t&ecirc;n cho kh&aacute;ch h&agrave;ng.
Cửa h&agrave;ng ch&uacute;ng t&ocirc;i chuy&ecirc;n mua b&aacute;n trao đổi c&aacute;c loại xe đ&atilde; qua sử dụng.
- Mọi chiếc xe tại cửa h&agrave;ng đều đ&atilde; được kiểm tra cẩn thận về chất lượng cũng như đảm bảo ph&aacute;p l&yacute; của xe.
- Cửa h&agrave;ng c&oacute; đầy đủ dịch vụ sang t&ecirc;n,đổi biển,cấp lại đăng k&yacute; cho kh&aacute;ch c&oacute; nhu cầu sang t&ecirc;n trong thơi gian ngắn nhất.
- Chế độ bảo h&agrave;nh từ 6 th&aacute;ng đến 1 năm.
- Bảo h&agrave;nh tận nơi cho kh&aacute;ch trong nội th&agrave;nh h&agrave; nội.
- Hỗ trợ mua b&aacute;n trao đổi xe với gi&aacute; cao cho kh&aacute;ch mua b&aacute;n tại cửa h&agrave;ng.
- Đổi xe trong 10 ng&agrave;y đầu nếu kh&aacute;ch kh&ocirc;ng ưng &yacute;.
- C&oacute; dịch vụ vận chuyển sau mua h&agrave;ng cho kh&aacute;ch.
- Thanh to&aacute;n online,quẹt thẻ nhanh gọn.
Địa chỉ: 23 ng&otilde; 87 phố Nguyễn Phong Sắc , quận Cầu Giấy, H&agrave; Nội.
Hotline /zalo : 0904.991.733",11000000,https://cdn.okxe.vn/products/773/1195773/1195773_188851_review-0_20221205012306_gGarDgTH_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Liberty 125,20000,,124.0,2011,29,355,2,1,1
99,Honda Air Blade 125 FI 2016,"T&ocirc;i cần b&aacute;n chiếc xe honda Airblade 125 fi đời 2016 ch&iacute;nh chủ từ đầu , m&aacute;y m&oacute;c nguy&ecirc;n bản , giấy tờ đầy đủ , xe đi lại ổn định
mời qua nh&agrave; xem xe trực tiếp !",19000000,https://cdn.okxe.vn/products/772/1195772/1195772_2950_1._20221205012225_7mQ5axsK_m_400x400.jpg,Tp. Hà Nội,1,Honda Air Blade 125 FI,5000,,125.0,2016,15,148,2,1,7
100,Piaggio Liberty 125 2013,"Xe chuẩn hình ảnh 100%
Máy móc nguyên bản , giấy tờ đầy đủ ,
Xe hoạt động bình thường không có lỗi nhỏ
Mua liên hệ m&igrave;nh nh&eacute;",12600000,https://cdn.okxe.vn/products/771/1195771/1195771_1048790_5._20221205012207_VmCRR5Hk_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Liberty 125,10000,,124.0,2013,29,355,2,1,15
101,Yamaha Exciter 150 2016,"Cần b&aacute;n xe như h&igrave;nh.M&aacute;y m&oacute;c nguy&ecirc;n zin. Mọi thứ nguy&ecirc;n bản
Xe vừa mới bảo dưỡng n&ecirc;n mọi ng về sẵn đi. Mọi chức năng hoạt đ&ocirc;ng b&igrave;nh thường.
Lh m&igrave;nh tư vấn trực tiếp nh&eacute;",20000000,https://cdn.okxe.vn/products/770/1195770/1195770_228116_1._20221205012157_PMOY1FfC_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Exciter 150,5000,,150.0,2016,40,535,2,2,3
102,Honda SH 125 2014,Sh125-2014,54000000,https://cdn.okxe.vn/products/769/1195769/1195769_1156680_review-0_20221205012148_yIYWs2dl_m_400x400.jpg,Tỉnh Bắc Giang,15,Honda SH 125,20000,,125.0,2014,15,167,2,1,3
103,Kawasaki Z 200 2017,"Nh&agrave; Cần tiền l&agrave;m ăn lớn n&ecirc;n muốn b&aacute;n lại chiếc xe trong ảnh,,
Xe m&igrave;nh chạy &iacute;t v&agrave; mới mua n&ecirc;n chất lượng rất tốt, m&igrave;nh bảo h&agrave;nh m&aacute;y m&oacute;c nguy&ecirc;n bản chưa sửa chữa g&igrave; cũng chưa va chạm đ&acirc;m đụng g&igrave;
Ai mua xe li&ecirc;n hệ m&igrave;nh sớm nh&eacute;, đang muốn b&aacute;n gấp",26000000,https://cdn.okxe.vn/products/768/1195768/1195768_1048762_4._20221205012110_12yYAKke_m_400x400.jpg,Tp. Hà Nội,1,Kawasaki Z 200,5000,,198.0,2017,17,218,2,2,3
104,Honda SH 125i 2019,"#XE_M&Aacute;Y_CŨ_VĂN_THAO_CH&Agrave;O_B&Aacute;N
 (Hỗ trợ trả g&oacute;p qua thẻ t&iacute;n dụng v&agrave; Nhận thu mua lại xe đ&atilde; qua sử dụng)
❤️HONDA  SH￼   125cc  kho&aacute; th&ocirc;ng minh
✔️Năm sản xuất: 2019
✔️M&agrave;u: đen
✔️Km:   5500km
✔️Gi&aacute; b&aacute;n :  85.500.000vnđ
✅ biển kiểm so&aacute;t : 29E1-524.91
Đổi xe kh&ocirc;ng t&iacute;nh ph&iacute; trong 10 ng&agrave;y.
Hỗ trợ thủ tục sang t&ecirc;n cho kh&aacute;ch h&agrave;ng.
Cửa h&agrave;ng ch&uacute;ng t&ocirc;i chuy&ecirc;n mua b&aacute;n trao đổi c&aacute;c loại xe đ&atilde; qua sử dụng.
- Mọi chiếc xe tại cửa h&agrave;ng đều đ&atilde; được kiểm tra cẩn thận về chất lượng cũng như đảm bảo ph&aacute;p l&yacute; của xe.
- Cửa h&agrave;ng c&oacute; đầy đủ dịch vụ sang t&ecirc;n,đổi biển,cấp lại đăng k&yacute; cho kh&aacute;ch c&oacute; nhu cầu sang t&ecirc;n trong thơi gian ngắn nhất.
- Chế độ bảo h&agrave;nh từ 6 th&aacute;ng đến 1 năm.
- Bảo h&agrave;nh tận nơi cho kh&aacute;ch trong nội th&agrave;nh h&agrave; nội.
- Hỗ trợ mua b&aacute;n trao đổi xe với gi&aacute; cao cho kh&aacute;ch mua b&aacute;n tại cửa h&agrave;ng.
- Đổi xe trong 10 ng&agrave;y đầu nếu kh&aacute;ch kh&ocirc;ng ưng &yacute;.
- C&oacute; dịch vụ vận chuyển sau mua h&agrave;ng cho kh&aacute;ch.
- Thanh to&aacute;n online,quẹt thẻ nhanh gọn.
Địa chỉ: 23 ng&otilde; 87 phố Nguyễn Phong Sắc , quận Cầu Giấy, H&agrave; Nội.
Hotline /zalo : 0904.991.733",85500000,https://cdn.okxe.vn/products/767/1195767/1195767_188851_review-0_20221205012041_sqUhXTA2_m_400x400.jpg,Tp. Hà Nội,1,Honda SH 125i,20000,,125.0,2019,15,167,2,1,3
105,Suzuki GZ 150A 2020,"xe mua về anh chị chỉ việc d&ugrave;ng a nh&agrave; m&igrave;nh d&ugrave;ng cực giữ xe d&ugrave;ng th&iacute;ch &iacute;t hỏng vặt , giấy tờ ch&iacute;nh chủ mua b&aacute;n đầy đủ, hiện đang dư d&ugrave;ng n&ecirc;n b&aacute;n gi&aacute;",42000000,https://cdn.okxe.vn/products/766/1195766/1195766_228116_3._20221205012019_NaKjB9E8_m_400x400.jpg,Tp. Hà Nội,1,Suzuki GZ 150A,5000,,149.0,2020,34,414,2,2,1
106,Yamaha Janus 2019,"Cần b&aacute;n xe mới như h&igrave;nh m&aacute;y m&oacute;c &ecirc;m bốc nguy&ecirc;n bản,xe gia đ&igrave;nh sử dụng do đổi xe n&ecirc;n b&aacute;n lại cho ai cần xe được bảo dưỡng đầy đủ mua b&aacute;n tại nh&agrave;,anh chị em mua Alo m&igrave;nh",19000000,https://cdn.okxe.vn/products/765/1195765/1195765_1511645_3._20221205012018_uumaNcMY_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Janus 2019,10000,,125.0,2019,40,525,2,1,2
107,Honda SH 125 2019,"xe đăng k&yacute; ch&iacute;nh chủ từ mới chưa sửa chữa g&igrave; h&agrave;ng ng&agrave;y chỉ đi l&agrave;m gần nh&agrave; n&ecirc;n c&ograve;n mới đến 90% . Anh chị em thiện ch&iacute; mua xe gọi trực tiếp cho m&igrave;nh nh&eacute; , đảm bảo anh chị đến nh&agrave; xem xe sẽ ưng &yacute; ngay . Mua b&aacute;n tại nh&agrave; gi&ecirc;ng , gi&aacute; c&oacute; bớt cho người mua nhiệt t&igrave;nh ạ .",74000000,https://cdn.okxe.vn/products/764/1195764/1195764_2481_5._20221205012000_G9HX8DlP_m_400x400.jpg,Tp. Hà Nội,1,Honda SH 125,5000,,125.0,2019,15,167,2,1,3
108,Piaggio Vespa LX 2016,"T&ocirc;i cần b&aacute;n 1 chiếc xe vespa lx 125 biển h&agrave; nội như h&igrave;nh giấy tờ đầy đủ chuẩn chỉ
ai c&oacute; nhu cầu mua alo trực tiếp m&igrave;nh nh&eacute; !",11000000,https://cdn.okxe.vn/products/763/1195763/1195763_1949_1._20221205011846_82HvEt0u_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Vespa LX,5000,,124.0,2016,29,349,2,1,14
109,Piaggio Vespa Primavera 2018,"xe m&aacute;y m&oacute;c nguy&ecirc;n zin, sơn nhựa ko xước x&aacute;t g&igrave; d&aacute;n nilon k&iacute;n xe, bạn n&agrave;o muốn mua qua nh&agrave; xem xe trực tiếp nh&eacute;, gi&aacute; cả c&oacute; thương lượng.",22000000,https://cdn.okxe.vn/products/762/1195762/1195762_228116_5._20221205011826_ImfsSHVe_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Vespa Primavera,5000,,124.0,2018,29,349,2,1,1
110,Yamaha Nouvo RC 2013,"Xe chuẩn hình ảnh 100%
Máy móc nguyên bản , giấy tờ đầy đủ ,
Xe hoạt động bình thường không có lỗi nhỏ
Mua liên hệ m&igrave;nh nh&eacute;",6000000,https://cdn.okxe.vn/products/761/1195761/1195761_1451047_3._20221205011812_Gk58sVFY_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Nouvo RC,5000,,125.0,2013,40,527,2,1,10
111,Honda Air Blade 110 2014,"Nh&agrave; c&oacute; chiếc xe vẫn đang sử dụng, nay kh&ocirc;ng đi tới n&ecirc;n b&aacute;n, xe vẫn c&ograve;n nguy&ecirc;n bản như mới ,m&aacute;y m&oacute;c đi &ecirc;m ru.
H&igrave;nh thức c&ograve;n nguy&ecirc;n bản, xe đi giữ g&igrave;n n&ecirc;n c&aacute;c bạn t&ecirc;n t&acirc;m.
Mua b&aacute;n tại nh&agrave; đ&agrave;ng ho&agrave;ng ,an ninh đảm bảo.",13000000,https://cdn.okxe.vn/products/760/1195760/1195760_1128_3._20221205011732_ycm6ymhy_m_400x400.jpg,Tp. Hà Nội,1,Honda Air Blade 110,5000,,108.0,2014,15,148,2,1,5
112,SYM Star SR 125 2019,"Star d&ograve;ng xe si&ecirc;u bền v&agrave; chất lượng !
Xe đẹp m&aacute;y m&oacute;c Zin , bao thợ tes, bảo h&agrave;nh m&aacute;y 1 năm !
Bạn n&agrave;o mến LL : 0935247467",13900000,https://cdn.okxe.vn/products/759/1195759/1195759_819528_received_453806360270526_20221205011704_KPvBciRc_m_400x400.jpg,Tỉnh Bình Dương,47,SYM Star SR 125,5000,,123.0,2019,35,442,2,2,3
113,Honda LEAD 125 FI 2021,"M&Igrave;NH b&aacute;n chiếc xe Honda LEAD 125 m&agrave;u BE  đăng k&yacute; 2021,xe đi &iacute;t n&ecirc;n c&ograve;n rất đẹp bảo dưỡng thay dầu thường xuy&ecirc;n tại h&atilde;ng,ai quan t&acirc;m c&oacute; qua nh&agrave; xem xe thực tế nh&eacute;,hoặc alo cho m&igrave;nh",27500000,https://cdn.okxe.vn/products/757/1195757/1195757_1048790_3._20221205011619_RFNJR26D_m_400x400.jpg,Tp. Hà Nội,1,Honda LEAD 125 FI,5000,,125.0,2021,15,145,2,1,2
114,Piaggio Liberty 125 2014,Xe c&oacute; giấy tờ đầy đủ sang t&ecirc;n đổi chủ nhanh gọn. M&aacute;y m&oacute;c nguy&ecirc;n bản chưa qua sửa chữa. Bao ngon bao chất.b n&agrave;o ưng lh đến nh&agrave; xem xe cụ thể,12000000,https://cdn.okxe.vn/products/756/1195756/1195756_1690_5._20221205011611_uWzPxgpO_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Liberty 125,10000,,124.0,2014,29,355,2,1,9
115,Honda Air Blade 125 FI 2014,"- Honda ab 125 fi 
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; năm: 2014
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 26.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",26500000,https://cdn.okxe.vn/products/755/1195755/1195755_389086_review-0_20221205011556_wLP4N5Q1_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda Air Blade 125 FI,30000,,125.0,2014,15,148,2,1,9
116,Honda Air Blade 125 FI 2014,"- Honda ab 125 fi 
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; năm: 2014
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 26.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",26500000,https://cdn.okxe.vn/products/754/1195754/1195754_389086_review-0_20221205011510_JuaZQswK_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda Air Blade 125 FI,30000,,125.0,2014,15,148,2,1,1
117,Honda LEAD 125 FI 2020,"Cần bán xe chính chủ ,máy móc nguyên bản tuyệt đối, giấy tờ đầy đủ, xe vừa bóc nilon nên còn cực đẹp, giá ae nào có nhu cầu liên hệ",28000000,https://cdn.okxe.vn/products/753/1195753/1195753_1511662_2._20221205011507_J9tgvbuB_m_400x400.jpg,Tp. Hà Nội,1,Honda LEAD 125 FI,5000,,125.0,2020,15,145,2,1,10
118,Piaggio Liberty 125 2020,".M&aacute;y c&ograve;n rất ngon. xe ch&iacute;nh t&ecirc;n ch&iacute;nh chủ, bảo h&agrave;nh m&aacute;y m&oacute;c nguy&ecirc;n bản,bạn n&agrave;o cần xe qua nh&agrave; m&igrave;nh xem xe trực tiếp,",29000000,https://cdn.okxe.vn/products/752/1195752/1195752_228116_1._20221205011459_eTq4ewAF_m_400x400.jpg,Tp. Hà Nội,1,Piaggio Liberty 125,5000,,124.0,2020,29,355,2,1,15
119,Honda Air Blade 125 FI 2016,"- Honda ab 125 fi 
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; năm: 2016
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 29.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",29500000,https://cdn.okxe.vn/products/751/1195751/1195751_389086_review-0_20221205011419_w528NPth_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda Air Blade 125 FI,20000,,125.0,2016,15,148,2,1,10
120,Honda Vision 110 2020,"M&igrave;nh đang muốn đổi xe, l&ecirc;n cần b&aacute;n gấp chiếc xe như h&igrave;nh, xe sơn nhựa m&aacute;y m&oacute;c nguy&ecirc;n bản. Giấy tờ đầy đủ an ninh đảm bảo, anh em nhiệt t&igrave;nh mua alo trực tiếp qua xem nhiệt t&igrave;nh c&oacute; bớt lộc, mua b&aacute;n tại nh&agrave;.",28000000,https://cdn.okxe.vn/products/750/1195750/1195750_532_6._20221205011413_0vhqFZya_m_400x400.jpg,Tp. Hà Nội,1,Honda Vision 110,5000,,108.0,2020,15,135,2,1,15
121,Honda Super Cub 50 2021,"Nh&agrave; c&oacute; chiếc xe cần b&aacute;n,xe ch&iacute;nh chủ sử dụng rất cẩn thận v&agrave; tốt
Xe đẹp đi ngon v&agrave; rất tiết kiệm xăng
Bạn n&agrave;o c&oacute; nhu cầu xin lh trực tiếp nh&eacute;",8000000,https://cdn.okxe.vn/products/749/1195749/1195749_1451041_1._20221205011358_3bDwpoDQ_m_400x400.jpg,Tp. Hà Nội,1,Honda Super Cub 50,5000,,49.0,2021,15,133,2,2,10
122,Yamaha NVX 155 2017,"NVX 2017 155 kh&oacute;a ga 
M&aacute;y mọc Zin bảo h&agrave;nh 1 năm bao thợ test !
Thủ tục trả g&oacute;p qua Cccd
Bạn n&agrave;o mến alo : 0935247467",24900000,https://cdn.okxe.vn/products/748/1195748/1195748_819528_received_838721187337709_20221205011353_m49bfruy_m_400x400.jpg,Tỉnh Bình Dương,47,Yamaha NVX 155,10000,,155.0,2017,40,542,2,1,15
123,Honda Air Blade 125 FI 2015,"- Honda ab 125 fi 
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; năm: 2015
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 27.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",27500000,https://cdn.okxe.vn/products/747/1195747/1195747_389086_review-0_20221205011335_ZoKALT0C_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda Air Blade 125 FI,30000,,125.0,2015,15,148,2,1,9
124,Honda LEAD 125 FI 2018,"M&igrave;nh đang cần b&aacute;n chiếc xe n&agrave;y, xe m&aacute;y m&oacute;c c&ograve;n nguy&ecirc;n bản Đky ch&iacute;nh chủ
M&aacute;y m&oacute;c đi ngon v&agrave; rất tiết kiệm xăng
Nay muốn nhượng lại cho anh chị n&agrave;o c&oacute;
nhu cầu
Xin lh trực tiếp cho m&igrave;nh&mdash;
Xe chuẩn h&igrave;nh ảnh v&agrave; gi&aacute; đưa l&ecirc;n n&ecirc;n ạh chị y&ecirc;n t&acirc;m",23000000,https://cdn.okxe.vn/products/746/1195746/1195746_228116_5._20221205011321_PL8JFO42_m_400x400.jpg,Tp. Hà Nội,1,Honda LEAD 125 FI,5000,,125.0,2018,15,145,2,1,13
125,Honda Air Blade 125 FI 2014,"- Honda ab 125 fi 
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; năm: 2014
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 26.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",26500000,https://cdn.okxe.vn/products/745/1195745/1195745_389086_review-0_20221205011248_lC38f9Ob_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda Air Blade 125 FI,30000,,125.0,2014,15,148,2,1,10
126,Honda Vision 110 2021,"H&igrave;nh thức m&aacute;y m&oacute;c zin hết, xe đi giữ g&igrave;n n&ecirc;n về chất lượng th&igrave; ah chị cứ y&ecirc;n t&acirc;m,Mua b&aacute;n v&agrave; xem xe tại nh&agrave; m&igrave;nh lu&ocirc;n,gi&aacute; c&oacute; thương lượng",28000000,https://cdn.okxe.vn/products/743/1195743/1195743_2950_7._20221205011216_bM9fh9yY_m_400x400.jpg,Tp. Hà Nội,1,Honda Vision 110,5000,,108.0,2021,15,135,2,1,1
127,Honda SH Mode 125 2014,"- Honda sh mode 125 fi 
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; năm: 2014
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 41.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",41500000,https://cdn.okxe.vn/products/742/1195742/1195742_389086_review-0_20221205011151_GaARjtNW_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda SH Mode 125,20000,,125.0,2014,15,167,2,1,1
128,Yamaha Nouvo RC 2012,"Nh&agrave; đang thừa chiếc xe n&ecirc;n b&aacute;n, xe vẫn c&ograve;n nguy&ecirc;n bản m&igrave;nh đi giữ g&igrave;n v&agrave; bảo dưỡng thường xuy&ecirc;n tại h&atilde;ng n&ecirc;n ah chị y&ecirc;n t&acirc;m
Nilon gi&aacute;n cả xe ko sức s&aacute;t hay đổ vỡ g&igrave;
Mua b&aacute;n v&agrave; xem xe tại nh&agrave; gi&aacute; cả c&oacute; thương lượng
Giấy tờ chuẩn chỉ",5600000,https://cdn.okxe.vn/products/740/1195740/1195740_228116_1._20221205011147_BVeZXT6a_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Nouvo RC,5000,,125.0,2012,40,527,2,1,1
129,Honda Air Blade 125 FI 2015,"- Honda ab 125 fi 
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; năm: 2015
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 27.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",27500000,https://cdn.okxe.vn/products/738/1195738/1195738_389086_review-0_20221205011059_x9taxLKQ_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda Air Blade 125 FI,30000,,125.0,2015,15,148,2,1,13
130,Yamaha Exciter 150 2019,"Cần b&aacute;n exciter 150 đen nh&aacute;m .Xe nh&agrave; m&igrave;nh mới d&ugrave;ng, vẫn giữ đầy đủ 2 ch&igrave;a kh&oacute;a gương theo xe, chất lượng xe ho&agrave;n to&agrave;n mới y&ecirc;n t&acirc;m nguy&ecirc;n bản sử dụng tốt, l&acirc;u d&agrave;i v&agrave; kh&ocirc;ng c&oacute; lỗi g&igrave;. Nhu cầu l&ecirc;n đời xe n&ecirc;n b&aacute;n, nh&agrave; m&igrave;nh b&aacute;n tại nh&agrave;.",22000000,https://cdn.okxe.vn/products/737/1195737/1195737_1451047_6._20221205011018_0ZLvnbW0_m_400x400.jpg,Tp. Hà Nội,1,Yamaha Exciter 150,5000,,150.0,2019,40,535,2,2,3
131,Honda Vision 110 2014,",h&igrave;nh thức mới xe bảo dưỡng thường xuy&ecirc;n rất tốt mọi thứ hoạt động b&igrave;nh thường xe ch&iacute;nh chủ mua b&aacute;n tại nh&agrave; ai c&oacute; nhu cầu li&ecirc;n hệ m&igrave;nh.",13000000,https://cdn.okxe.vn/products/736/1195736/1195736_1048790_5._20221205011018_5t1XiCv1_m_400x400.jpg,Tp. Hà Nội,1,Honda Vision 110,5000,,108.0,2014,15,135,2,1,1
132,Honda Air Blade 125 FI 2015,"- Honda ab 125 fi 
- biển số th&agrave;nh phố Hồ Ch&iacute; Minh 
- đăng k&yacute; năm: 2015
- ch&iacute;nh chủ bao c&ocirc;ng chứng 
- gi&aacute;: 27.500.000₫
- xem xe tại: 673 tỉnh lộ 10- b&igrave;nh trị đ&ocirc;ng b- b&igrave;nh t&acirc;n- tphcm.",27500000,https://cdn.okxe.vn/products/735/1195735/1195735_389086_review-0_20221205011016_Wjm5Cpek_m_400x400.jpg,Tp. Hồ Chí Minh,50,Honda Air Blade 125 FI,40000,,125.0,2015,15,148,2,1,10
133,Honda LEAD 110 2014,"Nh&agrave; c&oacute; chiếc xe cần b&aacute;n,xe ch&iacute;nh chủ sử dụng rất cẩn thận v&agrave; tốt
Xe đẹp đi ngon v&agrave; rất tiết kiệm xăng
Bạn n&agrave;o c&oacute; nhu cầu xin lh trực tiếp nh&eacute;
Xe đ&uacute;ng như ảnh chụp,",10800000,https://cdn.okxe.vn/products/734/1195734/1195734_228116_4._20221205011003_4hMN5WuJ_m_400x400.jpg,Tp. Hà Nội,1,Honda LEAD 110,5000,,107.0,2014,15,145,2,1,7
